"entity_id","MEDICATION"
"02314002","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 100MG)"
"02043408","PREMARIN (CONJUGATED ESTROGENS 0.625MG)"
"02238476","NEUTROGENA HEALTHY SKIN FACE LOTION SPF 15 (OXYBENZONE 5%, OCTINOXATE 7.5%)"
"02231321","ALLERGENIC EXTRACT - STANDARDIZED MITE DERMATOPHAGOIDES FARINAE (DERMATOPHAGOIDES FARINAE 10000UNIT)"
"02238473","STANDARDIZED GRASS POLLEN - MEADOW FESCUE (10000 BAU/ML) (STANDARDIZED MEADOW FESCUE GRASS POLLEN 10000UNIT)"
"00463477","HYDRO COBEX INJ 1000MCG/ML (HYDROXOCOBALAMIN 1MG)"
"02238472","STANDARDIZED GRASS POLLEN - MEADOW FESCUE (100000 BAU/ML) (STANDARDIZED MEADOW FESCUE GRASS POLLEN 100000UNIT)"
"02130823","ORAL-B ANTIBACTERIAL WITH FLUORIDE ALC.FREE (SODIUM FLUORIDE .05%, CETYLPYRIDINIUM CHLORIDE .05%)"
"02231329","APO-FLUVOXAMINE TABLETS (FLUVOXAMINE MALEATE 50MG)"
"02231328","APO-FLUOXETINE ORAL SOLUTION (FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20MG)"
"02231325","ALLERGENIC EXTRACT - STANDARDIZED MITE MIX (DERMATOPHAGOIDES FARINAE 5000UNIT, DERMATOPHAGOIDES PTERONYSSINUS 5000UNIT)"
"02231324","ALLERGENIC EXTRACT - STANDARDIZED MITE DERMATOPHAGOIDES PTERONYSSINUS (DERMATOPHAGOIDES PTERONYSSINUS 10000UNIT)"
"00271381","WINPRED TAB 5MG (PREDNISONE 5MG)"
"02231327","TEVA-NAPROXEN SR (NAPROXEN 750MG)"
"01971417","TRIANAL CAPSULES (BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)"
"00794244","ENTERIC COATED ASA TAB 650MG (ACETYLSALICYLIC ACID 650MG)"
"02238466","NEUTROGENA MOISTURE SPF 15 (OXYBENZONE 3%, OCTISALATE 5%, OCTINOXATE 7.5%)"
"02369036","MYLAN-ZOLMITRIPTAN (ZOLMITRIPTAN 2.5MG)"
"02301776","TEVA-LISINOPRIL/HCTZ (TYPE Z) (HYDROCHLOROTHIAZIDE 12.5MG, LISINOPRIL (LISINOPRIL DIHYDRATE) 20MG)"
"02220296","PENICILLIN G SODIUM FOR INJECTION, USP (PENICILLIN G (PENICILLIN G SODIUM) 10000000UNIT)"
"02239597","MELALEUCA SHAMPOOING ANTIPELLICULAIRE PELLICULES GRASSES, CUIR CHEVELU GRAS-RENE FURTERER (PYRITHIONE ZINC 1.008G)"
"02238465","NASONEX (MOMETASONE FUROATE 50µG)"
"02314037","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 0.25MG)"
"02231313","TRIAMINIC DM (DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX) 30MG)"
"02324946","SANDOZ ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)"
"01968440","CYCLEN TABLETS (21 DAY) (NORGESTIMATE 0.25MG, ETHINYL ESTRADIOL 0.035MG)"
"02324954","SANDOZ ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)"
"00622036","JACK & JILL COUGH SYRUP (GUAIFENESIN 50MG, PYRILAMINE MALEATE 10MG)"
"00176206","FIORINAL C1/2 (CODEINE PHOSPHATE 30MG, BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)"
"00463493","THIAMINE HCL INJ 100MG/ML (THIAMINE HYDROCHLORIDE 100MG)"
"02353946","CLIMATIK SPF 30 FPS PROTECTIVE CREAM CRÈME PROTECTRICE (OXYBENZONE 5.0%, OCTISALATE 5.0%, HOMOSALATE 7.0%, OCTINOXATE 7.5%)"
"02314029","SANDOZ QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)"
"02238453","XELODA (CAPECITABINE 150MG)"
"02301784","TEVA-LISINOPRIL/HCTZ (TYPE Z) (HYDROCHLOROTHIAZIDE 25MG, LISINOPRIL (LISINOPRIL DIHYDRATE) 20MG)"
"02019825","SOLUGEL (BENZOYL PEROXIDE 8%)"
"02238454","XELODA (CAPECITABINE 500MG)"
"02308576","DEEP MOISTURE RENEWAL WITH SPF 15 (OXYBENZONE 2.5%, OCTINOXATE 7.5%)"
"00895466","BRADOSOL LOZENGES EXTRA STRENGTH 3.5MG (HEXYLRESORCINOL 3.5MG)"
"01942190","PHYSIOGESIC CREAM 100MG/GM (DIETHYLAMINE SALICYLATE 100MG)"
"00572349","COLCHICINE TAB 0.6MG (COLCHICINE 0.6MG)"
"02238441","ZYBAN (BUPROPION HYDROCHLORIDE 150MG)"
"00521515","VITAMIN B12 (VITAMIN B12 1MG)"
"00406775","LITHANE (LITHIUM CARBONATE 300MG)"
"02315505","TC SPRAY SOAP ANTIBACTERIAL SOAP (TRICLOSAN 0.5%)"
"00585092","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML (MEDROXYPROGESTERONE ACETATE 150MG)"
"02314053","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 1.0MG)"
"02245085","GERMI-STAT 2% FOAMING LIQUID (CHLORHEXIDINE GLUCONATE 2%)"
"02347660","EXTRA STRENGTH TYLENOL COMPLETE COLD, COUGH & FLU (GUAIFENESIN 100MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"00600784","ZADITEN (KETOTIFEN (KETOTIFEN FUMARATE) 1MG)"
"02245080","APO-DOCUSATE CALCIUM (DOCUSATE CALCIUM 240MG)"
"00556734","VERMOX TABLETS 100 MG (MEBENDAZOLE 100MG)"
"02158612","TEVA-MAPROTILINE (MAPROTILINE HYDROCHLORIDE 25MG)"
"02204606","PROLASTIN-C (ALPHA 1-PROTEINASE INHIBITOR (HUMAN) 1000MG)"
"02141450","20% PROSOL (ALANINE 2.76G, LYSINE (LYSINE ACETATE) 1.35G, PROLINE 1.34G, DL-METHIONINE 760MG, GLUTAMIC ACID 1.02G, TRYPTOPHAN 320MG, ARGININE 1.96G, THREONINE 980MG, PHENYLALANINE 1G, VALINE 1.44G, TYROSINE 50MG, LEUCINE 1.08G, L-ASPARTIC ACID 600MG, SERINE 1.02G, GLYCINE 2.06G, HISTIDINE 1.18G, ISOLEUCINE 1.08G)"
"01947826","TEVA-TIMOLOL (TIMOLOL MALEATE 20MG)"
"02221330","APO-KETOTIFEN - SYR 1MG/5ML (KETOTIFEN FUMARATE 1MG)"
"02347652","BENYLIN EXTRA STRENGTH MUCUS & PHLEGM PLUS COLD RELIEF CAPLETS (GUAIFENESIN 100MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02245091","SOLEIL PROTEXION SUN LIP STICK VELVET MOISTURE SPF 20 (AVOBENZONE 3.00%, OCTINOXATE 7.50%)"
"00478296","LIDOCAINE 0.2% IN 5% DEXTROSE INJ (DEXTROSE 50MG, LIDOCAINE HYDROCHLORIDE 2MG)"
"02043440","PREMARIN VAGINAL CREAM (CONJUGATED ESTROGENS 0.625MG)"
"02301768","TEVA-LISINOPRIL/HCTZ (TYPE Z) (HYDROCHLOROTHIAZIDE 12.5MG, LISINOPRIL (LISINOPRIL DIHYDRATE) 10MG)"
"01947818","TEVA-TIMOLOL (TIMOLOL MALEATE 10MG)"
"02301733","ALEVE (NAPROXEN SODIUM 220MG)"
"02019876","PHOTOFRIN (PORFIMER SODIUM 75MG)"
"02202484","OXYCONTIN 80MG (OXYCODONE HYDROCHLORIDE 80MG)"
"02360799","CELAZOME SPF 29 (AVOBENZONE 2.0%, OXYBENZONE 5.0%, OCTISALATE 5.0%, HOMOSALATE 5.0%, OCTINOXATE 7.5%)"
"02230102","NOVO-TEMAZEPAM (TEMAZEPAM 30MG)"
"00478288","0.4% LIDOCAINE HYDROCHLORIDE AND 5% DEXTROSE INJECTION USP (DEXTROSE 50MG, LIDOCAINE HYDROCHLORIDE 4MG)"
"02238428","OXYGEN (COMPRESSED) (OXYGEN 99%)"
"01971409","TRIANAL TABLET (BUTALBITAL 50MG, ACETYLSALICYLIC ACID 330MG, CAFFEINE 40MG)"
"02324903","HYDRAPHASE UV EYES (TITANIUM DIOXIDE 5.6%, OCTINOXATE 7.5%)"
"02308525","EXACT LIP BALM CONDITIONING FORMULA (OXYBENZONE 4.5%, OCTINOXATE 7.3%)"
"02230104","PMS-FLUTAMIDE (FLUTAMIDE 250MG)"
"00319589","STING STOP 0.1% (BENZALKONIUM CHLORIDE .1%)"
"02230108","DOXORUBICIN HYDROCHLORIDE INJECTION (DOXORUBICIN HYDROCHLORIDE 2MG)"
"02221306","TEVA-MEDROXYPROGESTERONE (MEDROXYPROGESTERONE ACETATE 10MG)"
"02245077","APO-ZOPICLONE (ZOPICLONE 5MG)"
"02245079","APO-DOCUSATE SODIUM (DOCUSATE SODIUM 100MG)"
"02301741","LIFE BRAND SUNTHERA 3 KIDS/ENFANTS SPF/FPS 50 CONTINUOUS SPRAY (AVOBENZONE 3.0%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 15.0%)"
"02315513","TC ENRICHED FOAM ANTIBACTERIAL SOAP (TRICLOSAN 0.5%)"
"02324911","FUTURE SOLUTION LX DAYTIME PROTECTIVE CREAM SPF 15 (OCTOCRYLENE 5.0%, ENSULIZOLE 2.0%, OCTINOXATE 4.9%)"
"02283689","PMS-ASA EC (ACETYLSALICYLIC ACID 80MG)"
"02202476","OXYCONTIN 40MG (OXYCODONE HYDROCHLORIDE 40MG)"
"02314061","RAN-ROPINIROLE (ROPINIROLE (ROPINIROLE HYDROCHLORIDE) 2.0MG)"
"02245076","DIMETAPP EXTRA STRENGTH DM COUGH & COLD (PHENYLEPHRINE HYDROCHLORIDE 10MG, BROMPHENIRAMINE MALEATE 4MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG)"
"02245075","DIMETAPP EXTRA STRENGTH (PHENYLEPHRINE HYDROCHLORIDE 10MG, BROMPHENIRAMINE MALEATE 4MG)"
"00600792","ANSAID TABLETS 100 MG (FLURBIPROFEN 100MG)"
"02353903","FEIBA NF (ANTI-INHIBITOR COAGULANT COMPLEX 3250UNIT, WATER 50ML)"
"02043424","PREMARIN (CONJUGATED ESTROGENS 1.25MG)"
"02141442","DIFLUCAN ONE (FLUCONAZOLE 150MG)"
"02308533","EXACT SPF 15 FPS FRUIT FLAVOURS (OXYBENZONE 2.5%, OCTINOXATE 7.5%)"
"02221314","HYMENOPTERA VENOM PRODUCT-MIXED VESPID VENOM PROTEIN (1650 MCG) (WHITE FACED HORNET VENOM PROTEIN 550µG, YELLOW JACKET VENOM PROTEIN 550µG, YELLOW HORNET VENOM PROTEIN 550µG)"
"02307456","PHL-OLANZAPINE (OLANZAPINE 15MG)"
"02049260","REFRESH PLUS DPS 5MG/ML (SODIUM CARBOXYMETHYL CELLULOSE 5MG)"
"02147637","APO-TRAZODONE TABLETS 50MG (TRAZODONE HYDROCHLORIDE 50MG)"
"02142546","STERILE WATER FOR INJECTION (WATER 100%)"
"02239537","DOM-BENZYDAMINE (BENZYDAMINE HYDROCHLORIDE 1.5MG)"
"02239534","DOM-DEXAMETHASONE TABLET 4MG (DEXAMETHASONE 4MG)"
"02353997","UROCIT-K (POTASSIUM CITRATE 1080MG)"
"02239536","DOM-PIROXICAM (PIROXICAM 20MG)"
"02239535","DOM-LOPERAMIDE CAPLETS 2MG (LOPERAMIDE HYDROCHLORIDE 2MG)"
"00294926","BENURYL (PROBENECID 500MG)"
"00595942","TRIFLUOPERAZINE (TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE) 20MG)"
"02301725","DIMETHICONE PROTECTANT (DIMETHICONE 5.0%)"
"02307464","PHL-OLANZAPINE ODT (OLANZAPINE 5MG)"
"02154285","DRIXORAL DAY/NIGHT - SRT/TABS (DEXBROMPHENIRAMINE MALEATE 2MG, PSEUDOEPHEDRINE SULFATE 60MG, PSEUDOEPHEDRINE SULFATE 120MG)"
"00550086","SEPTRA INJECTION (TRIMETHOPRIM 16MG, SULFAMETHOXAZOLE 80MG)"
"02147645","APO-TRAZODONE TABLETS 100MG (TRAZODONE HYDROCHLORIDE 100MG)"
"02273985","RATIO-VENLAFAXINE XR (VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE) 150MG)"
"02351862","HIGH PROTECTION LOTION (OCTINOXATE 7.5%, BISOCTRIZOLE 6.0%, BEMOTRIZINOL 3.5%)"
"02299372","RAMIPRIL (RAMIPRIL 1.25MG)"
"02239519","NU-DIVALPROEX 500MG (VALPROIC ACID (DIVALPROEX SODIUM) 500MG)"
"02372010","JALYN (TAMSULOSIN HYDROCHLORIDE 0.4MG, DUTASTERIDE 0.5MG)"
"02239513","SOFT CARE 2% CHG ANTIMICROBIAL SKIN CLEANSER (CHLORHEXIDINE GLUCONATE 2%)"
"02147610","APO-ACEBUTOLOL (ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE) 200MG)"
"02239518","NU-DIVALPROEX 250MG (VALPROIC ACID (DIVALPROEX SODIUM) 250MG)"
"02273977","RATIO-VENLAFAXINE XR (VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE) 75MG)"
"02239517","NU-DIVALPROEX 125MG (VALPROIC ACID (DIVALPROEX SODIUM) 125MG)"
"02301709","LIFE BRAND SUNTHERA 3 SPF/FPS 60 CONTINUOUS SPRAY (AVOBENZONE 5.0%, OCTOCRYLENE 4.0%, OXYBENZONE 6.0%, OCTISALATE 6.0%, HOMOSALATE 15.0%)"
"02307448","PHL-OLANZAPINE (OLANZAPINE 10MG)"
"02299364","RIVA-OXYBUTYNIN (OXYBUTYNIN CHLORIDE 5MG)"
"02147629","APO-ACEBUTOLOL (ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE) 400MG)"
"02266466","DM COUGH AND COLD SYRUP (PHENYLEPHRINE HYDROCHLORIDE 5MG, BROMPHENIRAMINE MALEATE 2MG, DEXTROMETHORPHAN HYDROBROMIDE 10MG)"
"02239507","ACTIVATED CHARCOAL POWDER (CHARCOAL ACTIVATED 1G)"
"02239505","ALDARA (IMIQUIMOD 50MG)"
"02273969","RATIO-VENLAFAXINE XR (VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE) 37.5MG)"
"00555681","ALLOPURINOL TAB 100MG (ALLOPURINOL 100MG)"
"02366703","AVA-DICLOFENAC SR (DICLOFENAC SODIUM 100MG)"
"02300222","NOVO-ENALAPRIL/HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, ENALAPRIL SODIUM 4MG)"
"02351811","HIGH PROTECTION EMULSION (OCTINOXATE 7.5%, BISOCTRIZOLE 6.0%, BEMOTRIZINOL 4.5%)"
"02346532","RIVA-CLARITHROMYCIN (CLARITHROMYCIN 500MG)"
"02324962","SANDOZ ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)"
"00571245","APO-DIPYRIDAMOLE-SC TAB 50MG (DIPYRIDAMOLE 50MG)"
"02266474","EXTRA STRENGTH DM COUGH AND COLD SYRUP (PHENYLEPHRINE HYDROCHLORIDE 10MG, BROMPHENIRAMINE MALEATE 4MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG)"
"02315580","15 SPF SUNSCREEN UVA/UVB PROTECTION OIL-FREE MILKY SPRAY (AVOBENZONE 3.0%, OCTOCRYLENE 2.0%, OXYBENZONE 2.0%, OCTISALATE 3.0%, OCTINOXATE 5.0%)"
"02239577","PMS-TOBRAMYCIN 0.3% OPHTHALMIC SOLUTION (TOBRAMYCIN 3MG)"
"02273950","APO-METHYLPHENIDATE (METHYLPHENIDATE HYDROCHLORIDE 5MG)"
"02353954","CLIMATIK SPF 30 FPS PROTECTIVE LOTION LOTION PROTECTRICE (OXYBENZONE 5.0%, OCTISALATE 5.0%, HOMOSALATE 7.0%, OCTINOXATE 7.5%)"
"00571237","APO-DIPYRIDAMOLE-SC TAB 25MG (DIPYRIDAMOLE 25MG)"
"00783668","GLYCEROLYTE 57 SOLUTION (GLYCERINE 57G, POTASSIUM CHLORIDE 30MG, SODIUM PHOSPHATE DIBASIC 124.2MG, SODIUM PHOSPHATE MONOBASIC 51.7MG, SODIUM LACTATE 1.6G)"
"02346524","RIVA-CLARITHROMYCIN (CLARITHROMYCIN 250MG)"
"02220288","PENICILLIN G SODIUM FOR INJECTION, USP (PENICILLIN G (PENICILLIN G SODIUM) 5000000UNIT)"
"02366711","CISPLATIN INJECTION BP (CISPLATIN 1MG)"
"02324970","SANDOZ ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)"
"00522651","APO NAPROXEN TAB 250MG (NAPROXEN 250MG)"
"02268701","CHILDREN'S ADVIL COLD & FLU MULTI-SYMPTOM (IBUPROFEN 100MG, PSEUDOEPHEDRINE HYDROCHLORIDE 15MG, CHLORPHENIRAMINE MALEATE 1MG)"
"02273942","PMS-MIRTAZAPINE (MIRTAZAPINE 15MG)"
"02315572","30 SPF SUNSCREEN UVA/UVB PROTECTION OIL-FREE MILKY SPRAY (AVOBENZONE 3.0%, OCTOCRYLENE 2.0%, OXYBENZONE 4.0%, OCTISALATE 5.0%, OCTINOXATE 7.0%)"
"02300230","NOVO-ENALAPRIL/HCTZ (HYDROCHLOROTHIAZIDE 25MG, ENALAPRIL SODIUM 8MG)"
"02298902","MAXIMUM STRENGTH ACID REDUCER (RANITIDINE (RANITIDINE HYDROCHLORIDE) 150MG)"
"02324989","CLEARLAX (POLYETHYLENE GLYCOL 3350 100%)"
"02346516","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE) 80MG)"
"00783633","SODIUM CHLORIDE 1.6% SOLUTION USP (SODIUM CHLORIDE 1.6G)"
"02300206","SEROQUEL XR (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)"
"02307472","PHL-OLANZAPINE ODT (OLANZAPINE 10MG)"
"02163640","MAXIPIME FOR INJECTION-PWS IV 2GM (CEFEPIME (CEFEPIME HYDROCHLORIDE) 2G)"
"02307480","PHL-OLANZAPINE ODT (OLANZAPINE 15MG)"
"02147653","APO-TRAZODONE D TABLETS 150MG (TRAZODONE HYDROCHLORIDE 150MG)"
"00433519","ALBALON A (NAPHAZOLINE HYDROCHLORIDE .05%, ANTAZOLINE PHOSPHATE .5%)"
"00406716","NOVAMOXIN CAP 500MG (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500MG)"
"02273934","BENYLIN ALL-IN-ONE COLD AND FLU NIGHT PE CAPLETS (PHENYLEPHRINE HYDROCHLORIDE 5MG, ACETAMINOPHEN 325MG, DIPHENHYDRAMINE HYDROCHLORIDE 25MG)"
"00585009","PMS-METHYLPHENIDATE TABLETS 20MG (METHYLPHENIDATE HYDROCHLORIDE 20MG)"
"02268728","ACID CONCENTRATE A1294 (DEXTROSE 49.5G, POTASSIUM CHLORIDE 13.47G, SODIUM CHLORIDE 263.0G, ACETIC ACID 10.81G, MAGNESIUM CHLORIDE 1.61G, CALCIUM CHLORIDE 6.24G)"
"00783641","DEXTROSE 0.2% AND 0.9% SOD CHLOR SOLUTION (DEXTROSE 200MG, SODIUM CHLORIDE 900MG)"
"02346508","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE) 40MG)"
"01934317","ISOPTIN SR (VERAPAMIL HYDROCHLORIDE 180MG)"
"02163632","MAXIPIME FOR INJECTION -PWS IV IM 1G (CEFEPIME (CEFEPIME HYDROCHLORIDE) 1G)"
"02238494","STANDARDIZED GRASS POLLEN - SWEET VERNALGRASS (10,000 BAU/ML) (SWEET VERNAL GRASS 10000UNIT)"
"02238493","STANDARDIZED GRASS POLLEN - SWEET VERNALGRASS (100,000 BAU/ML) (SWEET VERNAL GRASS 100000UNIT)"
"02300214","SEROQUEL XR (QUETIAPINE (QUETIAPINE FUMARATE) 400MG)"
"00522678","APO NAPROXEN TAB 125MG (NAPROXEN 125MG)"
"02298929","ONDANSETRON INJECTION, USP (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 2.00MG)"
"02315599","CLINIQUE YOUTH SURGE SPF 15 AGE DECELERATING MOISTURIZER COMBINATION OILY (TITANIUM DIOXIDE 1.4%, OCTINOXATE 7.5%)"
"02238498","STANDARDIZED GRASS POLLEN - TIMOTHY (10000 BAU/ML) (STANDARDIZED TIMOTHY GRASS POLLEN 10000UNIT)"
"00601845","APO-DIPYRIDAMOLE-SC TAB 75MG (DIPYRIDAMOLE 75MG)"
"02238497","STANDARDIZED GRASS POLLEN - TIMOTHY (100000 BAU/ML) (STANDARDIZED TIMOTHY GRASS POLLEN 100000UNIT)"
"02220261","PENICILLIN G SODIUM FOR INJECTION, USP (PENICILLIN G (PENICILLIN G SODIUM) 1000000UNIT)"
"02324997","LUMIGAN RC (BIMATOPROST 0.01%)"
"00406724","NOVAMOXIN CAP 250MG (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250MG)"
"02239548","SIMPLY SLEEP (DIPHENHYDRAMINE HYDROCHLORIDE 25MG)"
"02300133","TARO-ENALAPRIL (ENALAPRIL SODIUM 8MG)"
"02311194","RATIO-RAMIPRIL (RAMIPRIL 15MG)"
"02052881","OXYGEN USP (OXYGEN 99.5%)"
"02268523","CREME HAUTE EXIGENCE JOUR SPF 20 (TITANIUM DIOXIDE 2.4%, OCTOCRYLENE 4%, OXYBENZONE 2%, ENSULIZOLE 2%, OCTINOXATE 7.5%)"
"00373036","PANOXYL 20 GEL (BENZOYL PEROXIDE 20%)"
"00020877","NOVO-AMPICILLIN CAP 250MG (AMPICILLIN 250MG)"
"02319837","OBAGI CLENZIDERM ACNE LOTION (BENZOYL PEROXIDE 5.0%)"
"02297396","DOM-LEVETIRACETAM (LEVETIRACETAM 250MG)"
"00221570","CERUMOL (CHLOROBUTANOL 0.55G, DICHLOROBENZENE 0.22G, OIL OF TURPENTINE 1.1ML)"
"02163551","MYLAN-CAPTOPRIL (CAPTOPRIL 12.5MG)"
"01912038","APO-FLURBIPROFEN FC TABLETS 100MG (FLURBIPROFEN 100MG)"
"02316978","PAT-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 24MG)"
"02300125","TARO-ENALAPRIL (ENALAPRIL SODIUM 4MG)"
"00020885","NOVO-AMPICILLIN CAP 500MG (AMPICILLIN 500MG)"
"02319845","NEOSTRATA INTENSE CRÈME DE JOUR RÉPARIDES (OXYBENZONE 5.0%, OCTINOXATE 7.5%)"
"02297388","PHL-LEVETIRACETAM (LEVETIRACETAM 750MG)"
"02316943","PAT-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 8MG)"
"02163535","MINITRAN (NITROGLYCERIN 54MG)"
"01912062","TEVA-ATENOLOL (ATENOLOL 50MG)"
"02311178","PRO-LEVOCARB - 100/25 (CARBIDOPA 25MG, LEVODOPA 100MG)"
"01901915","2% LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE 1:100000 INJ USP (EPINEPHRINE 10µG, LIDOCAINE HYDROCHLORIDE 20MG)"
"02014475","HELIUM USP 99% (HELIUM 99%)"
"02366517","M.A.C. MATCHMASTER SPF 15 FOUNDATION (TITANIUM DIOXIDE 1.0%, OCTINOXATE 3.4%)"
"00650854","OTRIVIN COLD AND ALLERGY DECONGESTANT NOSE DROPS (XYLOMETAZOLINE HYDROCHLORIDE 0.1%)"
"02316951","PAT-GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 16MG)"
"02163543","APO-OXYBUTYNIN - TAB 5MG (OXYBUTYNIN CHLORIDE 5MG)"
"02272903","LINESSA 21 (DESOGESTREL 0.100MG, DESOGESTREL 0.125MG, DESOGESTREL 0.150MG, ETHINYL ESTRADIOL 0.025MG, ETHINYL ESTRADIOL 0.025MG, ETHINYL ESTRADIOL 0.025MG)"
"01912054","TEVA-ATENOLOL (ATENOLOL 100MG)"
"02119242","FS ANTIMICROBIAL HAND CLEANER - 2.5% LIQ (BENZALKONIUM CHLORIDE 2.5%)"
"02300141","TARO-ENALAPRIL (ENALAPRIL SODIUM 16MG)"
"02298813","EMEND TRI-PACK (APREPITANT 125MG, APREPITANT 80MG)"
"02297361","PHL-LEVETIRACETAM (LEVETIRACETAM 500MG)"
"00588490","MENOMUNE-A/C/Y/W-135 (MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135 500µG, MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y 500µG, MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C 500µG, MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A 500µG)"
"01912046","APO-FLURBIPROFEN FC TABLETS 50MG (FLURBIPROFEN 50MG)"
"02014483","AIR USP (OXYGEN 19.5%, NITROGEN 80.5%)"
"00499013","MANDELAMINE (METHENAMINE MANDELATE 500MG)"
"00587303","PMS-CONJUGATED ESTROGENS C.S.D. (CONJUGATED ESTROGENS 1.25MG)"
"00645575","PHENOBARB ELIXIR (PHENOBARBITAL 5MG)"
"02344440","ZYM-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 4MG)"
"02366576","CITRASATE C3125 (DEXTROSE 49.5G, POTASSIUM CHLORIDE 10.1G, SODIUM CHLORIDE 263G, SODIUM ACETATE 1.11G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, CITRIC ACID 6.91G)"
"00596965","STATEX SUPPOSITORIES 20MG (MORPHINE SULFATE 20MG)"
"02163594","MYLAN-CAPTOPRIL (CAPTOPRIL 100MG)"
"02307405","PHL-OLANZAPINE (OLANZAPINE 2.5MG)"
"02086018","COLACE SYRUP 4 MG/ML (DOCUSATE SODIUM 4MG)"
"00666122","NEOSPORIN OINTMENT (BACITRACIN (BACITRACIN ZINC) 400UNIT, POLYMYXIN B (POLYMYXIN B SULFATE) 5000UNIT, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG)"
"02297353","PHL-LEVETIRACETAM (LEVETIRACETAM 250MG)"
"02072270","SPORT LIP BALM (TITANIUM DIOXIDE 4.0%, OXYBENZONE 4.0%, OCTINOXATE 7.5%)"
"00608920","BALMINIL EXPECTORANT (GUAIFENESIN 100MG)"
"02224690","LASIX (FUROSEMIDE 20MG)"
"01912070","RATIO-DOMPERIDONE (DOMPERIDONE (DOMPERIDONE MALEATE) 10MG)"
"02366568","CITRASATE C2125 (DEXTROSE 49.5G, POTASSIUM CHLORIDE 6.71G, SODIUM CHLORIDE 263G, SODIUM ACETATE 1.11G, MAGNESIUM CHLORIDE 2.14G, CALCIUM CHLORIDE 6.24G, CITRIC ACID 6.91G)"
"02017733","PHISOHEX (HEXACHLOROPHENE 3%)"
"02344459","ZYM-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 8MG)"
"02154234","ACETAMINOPHEN 300 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE (CODEINE PHOSPHATE 8MG, ACETAMINOPHEN 300MG, CAFFEINE 15MG)"
"00394874","HEPARTICHAUT TAB (DEHYDROCHOLIC ACID 50MG, CYNARA SCOLYMUS 250MG)"
"02086026","FLORINEF (FLUDROCORTISONE 21-ACETATE 0.1MG)"
"00666114","SEBCUR-T (SALICYLIC ACID 4%, COAL TAR 10%)"
